timestamp,cdn_cpu_percent,monolith_cpu_percent,cdn_mem_percent,monolith_mem_percent,cdn_mem_usage,monolith_mem_usage,mean,min,max,count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
990,0.0,104.97,0.26,54.45,20.43,4267.0,0.916717026378897,0.699,8.728,417,83.4,83.0,84.0,417.0,0.0,0.0
995,0.0,110.39,0.26,54.56,20.43,4276.0,0.9093774038461538,0.687,2.691,416,83.4,83.0,84.0,417.0,0.0,0.0
1000,0.0,104.87,0.26,54.65,20.43,4283.0,0.9341151079136691,0.695,6.299,417,83.2,83.0,84.0,416.0,0.0,0.0
1005,0.0,104.71,0.26,54.74,20.43,4289.0,0.9026258992805755,0.71,6.221,417,83.4,83.0,84.0,417.0,0.0,0.0
1010,0.0,104.83,0.26,54.87,20.43,4299.0,0.9145528846153846,0.726,8.888,416,83.4,83.0,84.0,417.0,0.0,0.0
1015,0.0,104.25,0.26,54.94,20.43,4305.0,0.917916067146283,0.709,6.193,417,83.2,83.0,84.0,416.0,0.0,0.0
1020,0.0,109.74,0.26,55.07,20.43,4316.0,0.9257187499999999,0.686,5.506,416,83.4,83.0,84.0,417.0,0.0,0.0
1025,0.0,113.33,0.26,55.14,20.43,4321.0,0.9103021582733813,0.691,7.815,417,83.2,83.0,84.0,416.0,0.0,0.0
1030,0.0,104.24,0.26,55.24,20.43,4328.0,0.9705539568345324,0.718,10.749,417,83.4,83.0,84.0,417.0,0.0,0.0
1035,0.0,115.94,0.26,55.35,20.43,4338.0,0.9631606714628297,0.71,17.087,417,83.4,83.0,84.0,417.0,0.0,0.0
1040,0.0,104.93,0.26,55.44,20.43,4344.0,0.9278245192307693,0.73,6.883,416,83.2,83.0,84.0,416.0,0.0,0.0
1045,0.0,104.34,0.26,55.53,20.43,4352.0,0.9340143884892086,0.701,5.668,417,83.4,83.0,84.0,417.0,0.0,0.0
1050,0.0,105.28,0.26,55.59,20.43,4357.0,0.9513221153846154,0.761,8.078,416,83.4,83.0,84.0,417.0,0.0,0.0
1055,0.0,104.76,0.26,55.73,20.43,4367.0,0.9601270983213429,0.737,10.148,417,83.4,83.0,84.0,417.0,0.0,0.0
1060,0.0,104.9,0.26,55.81,20.43,4373.0,0.9481990407673861,0.695,10.652,417,83.2,83.0,84.0,416.0,0.0,0.0
1065,0.0,104.54,0.26,55.94,20.43,4383.0,0.8645336538461539,0.669,4.15,416,83.4,83.0,84.0,417.0,0.0,0.0
1070,0.0,104.72,0.26,56.02,20.43,4389.0,0.8862541966426858,0.659,9.984,417,83.2,83.0,84.0,416.0,0.0,0.0
1075,0.0,104.71,0.26,56.09,20.43,4396.0,0.8638249400479616,0.67,2.426,417,83.4,83.0,84.0,417.0,0.0,0.0
1080,0.0,104.07,0.26,56.22,20.43,4406.0,0.8664399038461539,0.672,3.339,416,83.4,83.0,84.0,417.0,0.0,0.0
1085,0.0,104.18,0.26,56.3,20.43,4412.0,0.8513717026378896,0.688,3.491,417,83.2,83.0,84.0,416.0,0.0,0.0
1090,0.0,108.27,0.26,56.42,20.43,4421.0,0.8600287769784173,0.707,6.884,417,83.4,83.0,84.0,417.0,0.0,0.0
1095,0.0,104.86,0.26,56.49,20.43,4427.0,0.9103884892086331,0.682,2.623,417,83.4,83.0,84.0,417.0,0.0,0.0
1100,0.0,104.22,0.26,56.58,20.43,4434.0,0.900141826923077,0.68,9.233,416,83.2,83.0,84.0,416.0,0.0,0.0
1105,0.0,104.43,0.26,56.71,20.43,4444.0,0.8448417266187049,0.677,7.327,417,83.4,83.0,84.0,417.0,0.0,0.0
1110,0.0,104.48,0.26,56.79,20.43,4451.0,0.8539447115384615,0.663,5.35,416,83.4,83.0,84.0,417.0,0.0,0.0
1115,0.0,110.57,0.26,56.92,20.43,4460.0,0.8625539568345324,0.683,2.562,417,83.2,83.0,84.0,416.0,0.0,0.0
1120,0.0,104.0,0.26,56.99,20.43,4466.0,0.8737410071942446,0.672,2.49,417,83.4,83.0,84.0,417.0,0.0,0.0
1125,0.0,104.3,0.26,57.08,20.43,4472.0,0.8945240384615385,0.701,8.072,416,83.4,83.0,84.0,417.0,0.0,0.0
1130,0.0,109.8,0.26,57.2,20.43,4483.0,0.877410071942446,0.662,3.823,417,83.4,83.0,84.0,417.0,0.0,0.0
1135,0.0,104.35,0.26,57.27,20.43,4488.0,0.8529952038369305,0.685,4.296,417,83.2,83.0,84.0,416.0,0.0,0.0
1140,0.0,104.47,0.26,57.36,20.43,4495.0,0.9017163461538461,0.669,5.842,416,83.4,83.0,84.0,417.0,0.0,0.0
1145,0.0,104.55,0.26,57.49,20.43,4505.0,0.8632901678657074,0.678,8.576,417,83.2,83.0,84.0,416.0,0.0,0.0
1150,0.0,104.91,0.26,57.56,20.43,4510.0,0.8934748201438849,0.677,10.685,417,83.4,83.0,84.0,417.0,0.0,0.0
1155,0.0,104.81,0.26,57.64,20.43,4517.0,0.8805600961538461,0.671,5.845,416,83.4,83.0,84.0,417.0,0.0,0.0
1160,0.0,111.3,0.26,57.76,20.43,4526.0,0.8799832134292566,0.677,6.444,417,83.2,83.0,84.0,416.0,0.0,0.0
1165,0.0,104.86,0.26,57.86,20.43,4534.0,0.854052757793765,0.695,4.849,417,83.4,83.0,84.0,417.0,0.0,0.0
1170,0.0,104.19,0.26,57.94,20.43,4540.0,0.8853846153846153,0.688,6.962,416,83.4,83.0,84.0,417.0,0.0,0.0
1175,0.0,109.98,0.26,58.04,20.43,4548.0,1.8742805755395684,0.643,93.012,417,83.2,77.0,90.0,416.0,0.0,0.0
1180,0.0,105.63,0.26,58.15,20.43,4556.0,0.8854268585131895,0.693,2.51,417,83.4,83.0,84.0,417.0,0.0,0.0
1185,0.0,104.66,0.26,58.22,20.43,4562.0,0.8867716346153846,0.667,6.309,416,83.4,83.0,84.0,417.0,0.0,0.0
1190,0.0,111.17,0.26,58.35,20.43,4573.0,0.8925971223021584,0.68,11.538,417,83.2,83.0,84.0,416.0,0.0,0.0
1195,0.0,104.61,0.26,58.35,20.43,4573.0,0.8549640287769784,0.649,8.757,417,83.4,83.0,84.0,417.0,0.0,0.0
1200,0.0,104.75,0.26,58.42,20.43,4578.0,0.860610576923077,0.651,5.769,416,83.4,83.0,84.0,417.0,0.0,0.0
1205,0.0,104.6,0.26,58.55,20.43,4588.0,0.8634508393285373,0.672,7.519,417,83.2,83.0,84.0,416.0,0.0,0.0
1210,0.0,104.48,0.26,58.63,20.43,4595.0,0.8764316546762589,0.679,5.304,417,83.4,83.0,84.0,417.0,0.0,0.0
1215,0.0,104.49,0.26,58.71,20.43,4600.0,0.8976225961538462,0.68,11.263,416,83.4,83.0,84.0,417.0,0.0,0.0
1220,0.0,104.46,0.26,58.83,20.43,4611.0,0.8558968824940048,0.677,2.443,417,83.2,83.0,84.0,416.0,0.0,0.0
1225,0.0,104.46,0.24,58.82,18.59,4610.0,0.8530815347721823,0.668,2.529,417,83.4,83.0,84.0,417.0,0.0,0.0
1230,0.0,104.37,0.24,58.94,18.59,4619.0,0.8927427884615384,0.688,11.134,416,83.4,83.0,84.0,417.0,0.0,0.0
1235,0.0,104.5,0.24,59.07,18.59,4629.0,0.8406522781774581,0.66,3.583,417,83.2,83.0,84.0,416.0,0.0,0.0
1240,0.0,109.23,0.24,59.19,18.59,4638.0,0.8576546762589928,0.632,4.945,417,83.4,83.0,84.0,417.0,0.0,0.0
1245,0.0,105.49,0.24,59.16,18.59,4636.0,0.8526754807692308,0.675,8.235,416,83.4,83.0,84.0,417.0,0.0,0.0
1250,0.0,104.77,0.24,59.24,18.59,4642.0,1.7893836930455636,0.658,90.248,417,83.2,83.0,84.0,416.0,0.0,0.0
1255,0.0,102.46,0.24,59.39,18.59,4654.0,0.8770635838150289,0.611,7.785,346,83.33333333333333,83.0,84.0,250.0,0.0,0.0
